study_id,esvd2_0_biome,esvd2_0_ecozones,esvd2_0_ecosystems,es_1,countries,continent,scale_of_site,protection_status,site_area_in_hectares,ecosystem_condition,latitude,longitude,valuation_methods,value_year,beneficiary_unit,number_of_beneficiaries,int_per_hectare_per_year,year_pub
826,Coastal systems,Coastal wetlands and river deltas,Coastal salt marshes and reedbeds,Aesthetic information,Netherlands,Europe,Local,Protected,109,Well-functioning (or extensively managed),51.771667,4.215833,TC,2009,total,NA,1079.71,2010
826,Coastal systems,Coastal wetlands and river deltas,Coastal salt marshes and reedbeds,Waste treatment,Netherlands,Europe,Local,Protected,109,Well-functioning (or extensively managed),51.771667,4.215833,RC,2009,total,NA,3921.8700000000003,2010
826,Coastal systems,Coastal inlets,Riverine estuaries and bays,"Inspiration for culture, art and design",Netherlands,Europe,Local,Protected,30000,Well-functioning (or extensively managed),51.771667,4.215833,FI,2009,total,NA,0.09,2010
826,Coastal systems,Coastal inlets,Riverine estuaries and bays,Opportunities for recreation and tourism,Netherlands,Europe,Local,Protected,30000,Well-functioning (or extensively managed),51.771667,4.215833,MP,2009,total,NA,1889.11,2010
826,Coastal systems,Coastal inlets,Riverine estuaries and bays,Opportunities for recreation and tourism,Netherlands,Europe,Local,Protected,30000,Well-functioning (or extensively managed),51.771667,4.215833,Multimetodologia,2009,total,NA,3134.1,2010
826,Coastal systems,Coastal inlets,Riverine estuaries and bays,Opportunities for recreation and tourism,Netherlands,Europe,Local,Protected,30000,Well-functioning (or extensively managed),51.771667,4.215833,Multimetodologia,2009,total,NA,1374.74,2010
826,Coastal systems,Coastal inlets,Riverine estuaries and bays,Aesthetic information,Netherlands,Europe,Local,Protected,30000,Well-functioning (or extensively managed),51.771667,4.215833,HP,2009,total,NA,531.3599999999999,2010
826,Coastal systems,Coastal inlets,Riverine estuaries and bays,Aesthetic information,Netherlands,Europe,Local,Protected,30000,Well-functioning (or extensively managed),51.771667,4.215833,TC,2009,total,NA,1079.71,2010
826,Coastal systems,Coastal inlets,Riverine estuaries and bays,Maintenance of life cycles,Netherlands,Europe,Local,Protected,30000,Well-functioning (or extensively managed),51.771667,4.215833,FI,2009,total,NA,83.41000000000001,2010
826,Coastal systems,Coastal inlets,Riverine estuaries and bays,Climate regulation,Netherlands,Europe,Local,Protected,30000,Well-functioning (or extensively managed),51.771667,4.215833,DC,2009,total,NA,6.18,2010
826,Coastal systems,Coastal inlets,Riverine estuaries and bays,Food,Netherlands,Europe,Local,Protected,30000,Well-functioning (or extensively managed),51.771667,4.215833,MP,2009,total,NA,4.63,2010
826,Coastal systems,Coastal wetlands and river deltas,Coastal salt marshes and reedbeds,Waste treatment,Netherlands,Europe,Local,Protected,109,Well-functioning (or extensively managed),51.771667,4.215833,RC,2009,total,NA,417.06,2010
826,Coastal systems,Coastal wetlands and river deltas,Coastal salt marshes and reedbeds,Waste treatment,Netherlands,Europe,Local,Protected,109,Well-functioning (or extensively managed),51.771667,4.215833,RC,2009,total,NA,1396.37,2010
826,Coastal systems,Coastal wetlands and river deltas,Coastal salt marshes and reedbeds,Climate regulation,Netherlands,Europe,Local,Protected,109,Well-functioning (or extensively managed),51.771667,4.215833,DC,2009,total,NA,122.03,2010
826,Coastal systems,Coastal wetlands and river deltas,Coastal salt marshes and reedbeds,Raw materials,Netherlands,Europe,Local,Protected,109,Well-functioning (or extensively managed),51.771667,4.215833,FI,2009,total,NA,872.73,2010
826,Coastal systems,Coastal wetlands and river deltas,Coastal salt marshes and reedbeds,Information for cognitive development,Netherlands,Europe,Local,Protected,135,Well-functioning (or extensively managed),51.771667,4.215833,MP,2009,total,NA,1614.1599999999999,2010
826,Coastal systems,Coastal wetlands and river deltas,Coastal salt marshes and reedbeds,Information for cognitive development,Netherlands,Europe,Local,Protected,135,Well-functioning (or extensively managed),51.771667,4.215833,MP,2009,total,NA,1614.1599999999999,2010
826,Coastal systems,Coastal wetlands and river deltas,Coastal salt marshes and reedbeds,"Inspiration for culture, art and design",Netherlands,Europe,Local,Protected,135,Well-functioning (or extensively managed),51.771667,4.215833,FI,2009,total,NA,0.09,2010
826,Coastal systems,Coastal wetlands and river deltas,Coastal salt marshes and reedbeds,Opportunities for recreation and tourism,Netherlands,Europe,Local,Protected,135,Well-functioning (or extensively managed),51.771667,4.215833,Multimetodologia,2009,total,NA,3134.1,2010
826,Coastal systems,Coastal wetlands and river deltas,Coastal salt marshes and reedbeds,Opportunities for recreation and tourism,Netherlands,Europe,Local,Protected,135,Well-functioning (or extensively managed),51.771667,4.215833,Multimetodologia,2009,total,NA,1374.74,2010
826,Coastal systems,Coastal wetlands and river deltas,Coastal salt marshes and reedbeds,Aesthetic information,Netherlands,Europe,Local,Protected,135,Well-functioning (or extensively managed),51.771667,4.215833,HP,2009,total,NA,531.3599999999999,2010
826,Coastal systems,Coastal wetlands and river deltas,Coastal salt marshes and reedbeds,Aesthetic information,Netherlands,Europe,Local,Protected,135,Well-functioning (or extensively managed),51.771667,4.215833,TC,2009,total,NA,1079.71,2010
826,Coastal systems,Coastal wetlands and river deltas,Coastal salt marshes and reedbeds,Waste treatment,Netherlands,Europe,Local,Protected,135,Well-functioning (or extensively managed),51.771667,4.215833,RC,2009,total,NA,3921.8700000000003,2010
826,Coastal systems,Coastal wetlands and river deltas,Coastal salt marshes and reedbeds,Waste treatment,Netherlands,Europe,Local,Protected,135,Well-functioning (or extensively managed),51.771667,4.215833,RC,2009,total,NA,417.06,2010
826,Coastal systems,Coastal wetlands and river deltas,Coastal salt marshes and reedbeds,Waste treatment,Netherlands,Europe,Local,Protected,135,Well-functioning (or extensively managed),51.771667,4.215833,RC,2009,total,NA,1396.37,2010
826,Coastal systems,Coastal wetlands and river deltas,Coastal salt marshes and reedbeds,Climate regulation,Netherlands,Europe,Local,Protected,135,Well-functioning (or extensively managed),51.771667,4.215833,DC,2009,total,NA,122.03,2010
826,Coastal systems,Coastal wetlands and river deltas,Coastal salt marshes and reedbeds,Raw materials,Netherlands,Europe,Local,Protected,135,Well-functioning (or extensively managed),51.771667,4.215833,FI,2009,total,NA,872.73,2010
826,Coastal systems,Coastal inlets,Coastal lakes and lagoons,Climate regulation,Netherlands,Europe,Local,Protected,920,Well-functioning (or extensively managed),51.771667,4.215833,DC,2009,total,NA,4.63,2010
825,Coastal systems,Coastal wetlands and river deltas,Mangroves,Food,Indonesia,Asia,Local,NA,300,NA,1.2283,116.785,MP,2018,total,164,717.4399999999999,2019
825,Coastal systems,Coastal wetlands and river deltas,Mangroves,Raw materials,Indonesia,Asia,Local,NA,300,NA,1.2283,116.785,MP,2018,total,164,522.69,2019
824,Coastal systems,Coastal wetlands and river deltas,Mangroves,Information for cognitive development,Indonesia,Asia,Local,NA,1663.71,NA,-7.5361,112.2384,MP,2020,total,12673,15.68,2020
824,Coastal systems,Coastal wetlands and river deltas,Mangroves,Food,Indonesia,Asia,Local,NA,1663.71,NA,-7.5361,112.2384,MP,2020,total,12673,18.07,2020
824,Coastal systems,Coastal wetlands and river deltas,Mangroves,Food,Indonesia,Asia,Local,NA,1663.71,NA,-7.5361,112.2384,MP,2020,total,12673,4109.98,2020
824,Coastal systems,Coastal wetlands and river deltas,Mangroves,Food,Indonesia,Asia,Local,NA,1663.71,NA,-7.5361,112.2384,MP,2020,total,12673,1505.49,2020
824,Coastal systems,Coastal wetlands and river deltas,Mangroves,Food,Indonesia,Asia,Local,NA,1663.71,NA,-7.5361,112.2384,MP,2020,total,12673,342.95,2020
824,Coastal systems,Coastal wetlands and river deltas,Mangroves,Food,Indonesia,Asia,Local,NA,1663.71,NA,-7.5361,112.2384,MP,2020,total,12673,484.16,2020
824,Coastal systems,Coastal wetlands and river deltas,Mangroves,Opportunities for recreation and tourism,Indonesia,Asia,Local,NA,1663.71,NA,-7.5361,112.2384,MP,2020,total,12673,37.94,2020
824,Coastal systems,Coastal wetlands and river deltas,Mangroves,Opportunities for recreation and tourism,Indonesia,Asia,Local,NA,1663.71,NA,-7.5361,112.2384,MP,2020,total,12673,92.14,2020
823,Coastal systems,Coastal wetlands and river deltas,Mangroves,"Existence, bequest values",Indonesia,Asia,Local,NA,300,NA,-5.8489,110.4396,CV,2015,total,NA,0.01,2015
817,Intensive land use,Annual cropland,Intensive annual cropland,Food,Netherlands,Europe,Sub-national,NA,75258,Highly degraded (or intensively managed),51.216667,5.933333,Multimetodologia,2010,total,NA,1262.23,2015
817,Intensive land use,Sown pastures and fields,Sown pastures and fields,Food,Netherlands,Europe,Sub-national,NA,44844,Highly degraded (or intensively managed),51.216667,5.933333,Multimetodologia,2010,total,NA,631.88,2015
817,Temperate forest and woodland,Temperate deciduous forest,Temperate continental forest,Food,Netherlands,Europe,Sub-national,NA,33966,Highly degraded (or intensively managed),51.216667,5.933333,Multimetodologia,2010,total,NA,900.2800000000001,2015
817,Urban green and blue infrastructure,Urban green infrastructure,Urban parks and forests,Food,Netherlands,Europe,Sub-national,NA,52392,Highly degraded (or intensively managed),51.216667,5.933333,Multimetodologia,2010,total,NA,138.03,2015
817,Shrubland and shrubby woodland,Cool temperate heathland,Cool temperate heathland,Food,Netherlands,Europe,Sub-national,NA,2220,Highly degraded (or intensively managed),51.216667,5.933333,Multimetodologia,2010,total,NA,653.3499999999999,2015
816,Urban green and blue infrastructure,Urban green infrastructure,Street trees and shrubs,Food,Netherlands,Europe,National,NA,11749,NA,52,6,Multimetodologia,2015,total,NA,1042.54,2020
816,Intensive land use,Perennial monoculture,Plantations,Food,Netherlands,Europe,National,NA,79277,NA,52,6,Multimetodologia,2015,total,NA,4184.91,2020
816,Intensive land use,Annual cropland,Intensive annual cropland,Food,Netherlands,Europe,National,NA,780708,NA,52,6,Multimetodologia,2015,total,NA,3658.48,2020
816,Intensive land use,Sown pastures and fields,Sown pastures and fields,Food,Netherlands,Europe,National,NA,929346,NA,52,6,Multimetodologia,2015,total,NA,4218.83,2020
816,Intensive land use,Sown pastures and fields,Sown pastures and fields,Food,Netherlands,Europe,National,NA,35683,NA,52,6,Multimetodologia,2015,total,NA,4066.94,2020
816,Intensive land use,Annual cropland,Intensive annual cropland,Food,Netherlands,Europe,National,NA,35402,NA,52,6,Multimetodologia,2015,total,NA,1775.42,2020
816,Coastal systems,Coastal wetlands and river deltas,Coastal salt marshes and reedbeds,Food,Netherlands,Europe,National,NA,11147,NA,52,6,Multimetodologia,2015,total,NA,3954.8700000000003,2020
816,Inland wetlands,Seasonal floodplain marshes,Seasonal floodplain marshes,Food,Netherlands,Europe,National,NA,72736,NA,52,6,Multimetodologia,2015,total,NA,4668.58,2020
816,Urban green and blue infrastructure,Restored or abandoned construction sites,Restored extraction and dump sites,Food,Netherlands,Europe,National,NA,293708,NA,52,6,Multimetodologia,2015,total,NA,5758.31,2020
816,Urban green and blue infrastructure,Urban green infrastructure,Urban parks and forests,Food,Netherlands,Europe,National,NA,68968,NA,52,6,Multimetodologia,2015,total,NA,19054.77,2020
816,Intensive land use,Sown pastures and fields,Sown pastures and fields,Food,Netherlands,Europe,National,NA,51884,NA,52,6,Multimetodologia,2015,total,NA,6168.25,2020
816,Shrubland and shrubby woodland,Cool temperate heathland,Cool temperate heathland,Food,Netherlands,Europe,National,NA,41484,NA,52,6,Multimetodologia,2015,total,NA,8925.75,2020
816,Cold climate evergreen forest and woodland,Boreal coniferous forest,Boreal coniferous forest,Food,Netherlands,Europe,National,NA,81898,NA,52,6,Multimetodologia,2015,total,NA,10338.41,2020
816,Temperate forest and woodland,Temperate deciduous forest,Temperate continental forest,Food,Netherlands,Europe,National,NA,109421,NA,52,6,Multimetodologia,2015,total,NA,9747.1,2020
813,Marine,Shelf sea,Coral reefs,Food,Bonaire,North America,Local,Protected,2750,Well-functioning (or extensively managed),17.490278,-62.976667,Multimetodologia,2009,total,20,548.72,2010
813,Marine,Shelf sea,Coral reefs,Opportunities for recreation and tourism,Bonaire,North America,Local,Protected,2750,Well-functioning (or extensively managed),17.490278,-62.976667,NA,2009,total,477,82.31,2010
813,Marine,Shelf sea,Coral reefs,Food,Bonaire,North America,Local,Protected,2750,Well-functioning (or extensively managed),17.490278,-62.976667,Multimetodologia,2009,total,20,365.82,2010
813,Marine,Shelf sea,Coral reefs,Food,Bonaire,North America,Local,Protected,2750,Well-functioning (or extensively managed),17.490278,-62.976667,MP,2009,total,20,175.36,2010
813,Marine,Shelf sea,Coral reefs,Food,Bonaire,North America,Local,Protected,2750,Well-functioning (or extensively managed),17.490278,-62.976667,Multimetodologia,2009,total,20,804.7,2010
813,Marine,Shelf sea,Coral reefs,Opportunities for recreation and tourism,Bonaire,North America,Local,Protected,2750,Well-functioning (or extensively managed),17.490278,-62.976667,MP,2009,total,NA,2.8699999999999997,2010
813,Marine,Shelf sea,Coral reefs,Opportunities for recreation and tourism,Bonaire,North America,Local,Protected,2750,Well-functioning (or extensively managed),17.490278,-62.976667,MP,2009,total,NA,2.3,2010
813,Marine,Shelf sea,Coral reefs,Opportunities for recreation and tourism,Bonaire,North America,Local,Protected,2750,Well-functioning (or extensively managed),17.490278,-62.976667,MP,2009,total,NA,22.99,2010
813,Marine,Shelf sea,Coral reefs,Opportunities for recreation and tourism,Bonaire,North America,Local,Protected,2750,Well-functioning (or extensively managed),17.490278,-62.976667,GV,2009,total,2546,128.04,2010
813,Marine,Shelf sea,Coral reefs,Opportunities for recreation and tourism,Bonaire,North America,Local,Protected,2750,Well-functioning (or extensively managed),17.490278,-62.976667,Multimetodologia,2009,total,443,9.229999999999999,2010
813,Marine,Shelf sea,Coral reefs,Opportunities for recreation and tourism,Bonaire,North America,Local,Protected,2750,Well-functioning (or extensively managed),17.490278,-62.976667,Multimetodologia,2009,total,7088,3870.51,2010
813,Marine,Shelf sea,Coral reefs,Opportunities for recreation and tourism,Bonaire,North America,Local,Protected,2750,Well-functioning (or extensively managed),17.490278,-62.976667,Multimetodologia,2009,total,8860,2194.05,2010
812,Temperate forest and woodland,Temperate deciduous forest,Temperate continental forest,Raw materials,United Kingdom of Great Britain & Northern Ireland,Europe,Local,Partially protected,20371,NA,50.877,-1.632,MP,2013,total,NA,34.63,2015
811,Temperate forest and woodland,Temperate deciduous forest,Temperate continental forest,Air quality regulation,United Kingdom of Great Britain & Northern Ireland,Europe,Local,Partially protected,36757,NA,54.5,-3.166667,DC,2013,total,NA,2930.36,2015
811,Temperate forest and woodland,Temperate deciduous forest,Temperate continental forest,Raw materials,United Kingdom of Great Britain & Northern Ireland,Europe,Local,Partially protected,36757,NA,54.5,-3.166667,MP,2013,total,NA,45.9,2015
810,Temperate forest and woodland,Temperate deciduous forest,Temperate continental forest,Air quality regulation,United Kingdom of Great Britain & Northern Ireland,Europe,Local,Partially protected,11171,NA,50.687,-2.549,DC,2013,total,NA,3243.4700000000003,2015
810,Temperate forest and woodland,Temperate deciduous forest,Temperate continental forest,Food,United Kingdom of Great Britain & Northern Ireland,Europe,Local,Partially protected,11171,NA,50.687,-2.549,MP,2013,total,NA,2.04,2015
810,Temperate forest and woodland,Temperate deciduous forest,Temperate continental forest,Raw materials,United Kingdom of Great Britain & Northern Ireland,Europe,Local,Partially protected,11171,NA,50.687,-2.549,MP,2013,total,NA,29.310000000000002,2015
809,Cold climate evergreen forest and woodland,Boreal coniferous forest,Boreal coniferous forest,Climate regulation,United Kingdom of Great Britain & Northern Ireland,Europe,National,Partially protected,NA,NA,55,-3,SC,2002,total,NA,194.45000000000002,2003
809,Temperate forest and woodland,Temperate deciduous forest,Temperate continental forest,Climate regulation,United Kingdom of Great Britain & Northern Ireland,Europe,National,Partially protected,NA,NA,55,-3,SC,2002,total,NA,229.22,2003
806,Marine,Shelf sea,Coral reefs,Food,Philippines,Asia,Local,No protection,2243,Highly degraded (or intensively managed),10.25,124,FI,1999,total,NA,246.86,2000
806,Marine,Shelf sea,Coral reefs,Food,Philippines,Asia,Local,No protection,2243,Highly degraded (or intensively managed),10.25,124,FI,1999,total,NA,345.6,2000
805,Marine,Shelf sea,Coral reefs,Opportunities for recreation and tourism,Sri Lanka,Asia,Local,Protected,100,NA,6.147222,80.110278,CV,1994,total,NA,3949.08,1997
804,Coastal systems,Coastal wetlands and river deltas,Mangroves,Raw materials,Vietnam,Asia,Local,No protection,73994,NA,8.692626,105.09085,MP,2010,total,NA,24132.14,2015
804,Coastal systems,Coastal wetlands and river deltas,Mangroves,Climate regulation,Vietnam,Asia,Local,No protection,73994,NA,8.692626,105.09085,MP,2010,total,NA,2624.9,2015
804,Coastal systems,Coastal wetlands and river deltas,Mangroves,Erosion prevention,Vietnam,Asia,Local,No protection,187533,NA,8.692626,105.09085,RC,2010,total,NA,3083.09,2015
804,Coastal systems,Coastal wetlands and river deltas,Mangroves,Food,Vietnam,Asia,Local,No protection,187533,Well-functioning (or extensively managed),8.692626,105.09085,MP,2010,total,NA,13751.09,2015
804,Coastal systems,Coastal wetlands and river deltas,Mangroves,Food,Vietnam,Asia,Local,No protection,187533,Intermediate,8.692626,105.09085,MP,2010,total,NA,5457.25,2015
804,Coastal systems,Coastal wetlands and river deltas,Mangroves,Food,Vietnam,Asia,Local,No protection,187533,Highly degraded (or intensively managed),8.692626,105.09085,MP,2010,total,NA,4195.610000000001,2015
803,Coastal systems,Coastal wetlands and river deltas,Mangroves,Raw materials,Thailand,Asia,Local,No protection,400,NA,9.14011,99.33311,FI,2001,total,300,5.99,2001
803,Coastal systems,Coastal wetlands and river deltas,Mangroves,Food,Thailand,Asia,Local,No protection,400,NA,9.14011,99.33311,FI,2001,total,300,73.16,2001
801,Rivers and lakes,Freshwater lakes,Small permanent freshwater lakes,Food,Sri Lanka,Asia,Local,No protection,285,NA,8.12,80.32,MP,2003,total,NA,2329.8500000000004,2004
801,Rivers and lakes,Freshwater lakes,Small permanent freshwater lakes,Water,Sri Lanka,Asia,Local,No protection,285,NA,8.12,80.32,Multimetodologia,2003,total,NA,16202.78,2004
800,Marine,Shelf sea,Coral reefs,Opportunities for recreation and tourism,United States Virgin Islands,North America,Sub-national,No protection,34400,NA,18.33,-64.75,TC,2010,total,NA,3840.8,2011
800,Marine,Shelf sea,Coral reefs,Opportunities for recreation and tourism,United States Virgin Islands,North America,Sub-national,No protection,34400,NA,18.33,-64.75,FI,2010,total,NA,120.02,2011
800,Marine,Shelf sea,Coral reefs,Erosion prevention,United States Virgin Islands,North America,Sub-national,No protection,34400,NA,18.33,-64.75,HP,2010,total,111991,240.05,2011
800,Marine,Shelf sea,Coral reefs,Aesthetic information,United States Virgin Islands,North America,Sub-national,No protection,34400,NA,18.33,-64.75,HP,2010,total,NA,1400.29,2011
800,Marine,Shelf sea,Coral reefs,Opportunities for recreation and tourism,United States Virgin Islands,North America,Sub-national,No protection,34400,NA,18.33,-64.75,CE,2010,total,NA,1920.4,2011
799,Temperate forest and woodland,Temperate deciduous forest,Temperate continental forest,Raw materials,United Kingdom of Great Britain & Northern Ireland,Europe,National,Partially protected,NA,NA,55,-3,MP,2010,total,NA,28.17,2010
798,Marine,Shelf sea,Seagrass meadows,Maintenance of life cycles,Italy,Europe,Local,Partially protected,NA,Highly degraded (or intensively managed),44.234391,8.444915,OT,2013,total,NA,0.03,2013
796,Marine,Shelf sea,Seagrass meadows,Food,Indonesia,Asia,Local,No protection,NA,Intermediate,-5.683333,124,MP,2005,total,NA,595.71,2010
796,Marine,Shelf sea,Seagrass meadows,Food,Indonesia,Asia,Local,Protected,NA,Well-functioning (or extensively managed),-5.465332,123.77069,MP,2005,total,NA,746.42,2010
796,Marine,Shelf sea,Seagrass meadows,Food,Indonesia,Asia,Local,No protection,NA,Highly degraded (or intensively managed),-5.683333,124,MP,2005,total,NA,254.99,2010
795,Marine,Shelf sea,Coral reefs,Moderation of extreme events,Multipais,North America,Multi-country,Partially protected,1000000,NA,16.129827,-88.390154,IO,2017,total,NA,1853.55,2018
795,Marine,Shelf sea,Coral reefs,Moderation of extreme events,Multipais,North America,Multi-country,Partially protected,1000000,NA,16.129827,-88.390154,MP,2017,total,NA,2159.15,2018
795,Marine,Shelf sea,Coral reefs,Food,Multipais,North America,Multi-country,Partially protected,1000000,NA,16.129827,-88.390154,IO,2017,total,NA,531.48,2018
795,Marine,Shelf sea,Coral reefs,Food,Multipais,North America,Multi-country,Partially protected,1000000,NA,16.129827,-88.390154,MP,2017,total,NA,531.48,2018
795,Marine,Shelf sea,Coral reefs,Opportunities for recreation and tourism,Multipais,North America,Multi-country,Partially protected,1000000,NA,16.129827,-88.390154,IO,2017,total,NA,1928.84,2018
795,Marine,Shelf sea,Coral reefs,Opportunities for recreation and tourism,Multipais,North America,Multi-country,Partially protected,1000000,NA,16.129827,-88.390154,MP,2017,total,NA,7715.360000000001,2018
795,Marine,Shelf sea,Coral reefs,Moderation of extreme events,Multipais,Asia,Multi-country,Partially protected,10080000,NA,-4.8312298,127.7974,IO,2017,total,NA,318.42999999999995,2018
795,Marine,Shelf sea,Coral reefs,Moderation of extreme events,Multipais,Asia,Multi-country,Partially protected,10080000,NA,-4.8312298,127.7974,MP,2017,total,NA,385.08,2018
795,Marine,Shelf sea,Coral reefs,Food,Multipais,Asia,Multi-country,Partially protected,10080000,NA,-4.8312298,127.7974,IO,2017,total,NA,851.37,2018
795,Marine,Shelf sea,Coral reefs,Food,Multipais,Asia,Multi-country,Partially protected,10080000,NA,-4.8312298,127.7974,MP,2017,total,NA,851.37,2018
795,Marine,Shelf sea,Coral reefs,Opportunities for recreation and tourism,Multipais,Asia,Multi-country,Partially protected,10080000,NA,-4.8312298,127.7974,IO,2017,total,NA,906.09,2018
795,Marine,Shelf sea,Coral reefs,Opportunities for recreation and tourism,Multipais,Asia,Multi-country,Partially protected,10080000,NA,-4.8312298,127.7974,MP,2017,total,NA,906.09,2018
793,Coastal systems,Coastal wetlands and river deltas,Mangroves,Raw materials,Indonesia,Asia,Local,No protection,64.365,NA,-4.735836,119.54602,MP,2012,total,159,202.58,2012
793,Coastal systems,Coastal wetlands and river deltas,Mangroves,Raw materials,Indonesia,Asia,Local,No protection,99.17999999999999,NA,-4.743932,119.48846,MP,2012,total,281,232.34,2012
793,Coastal systems,Coastal wetlands and river deltas,Mangroves,Raw materials,Indonesia,Asia,Local,No protection,44.730000000000004,NA,-4.765257,119.49194,MP,2012,total,211,386.84000000000003,2012
793,Coastal systems,Coastal wetlands and river deltas,Mangroves,Food,Indonesia,Asia,Local,No protection,64.365,NA,-4.735836,119.54602,MP,2012,total,159,20483.02,2012
793,Coastal systems,Coastal wetlands and river deltas,Mangroves,Food,Indonesia,Asia,Local,No protection,99.17999999999999,NA,-4.743932,119.48846,MP,2012,total,281,12803.59,2012
793,Coastal systems,Coastal wetlands and river deltas,Mangroves,Food,Indonesia,Asia,Local,No protection,44.730000000000004,NA,-4.765257,119.49194,MP,2012,total,211,22723.609999999997,2012
793,Coastal systems,Coastal wetlands and river deltas,Mangroves,Raw materials,Indonesia,Asia,Local,No protection,69.725,NA,-4.982444,119.49195,MP,2012,total,174,204.65,2012
793,Coastal systems,Coastal wetlands and river deltas,Mangroves,Food,Indonesia,Asia,Local,No protection,69.725,NA,-4.982444,119.49195,MP,2012,total,174,10208.230000000001,2012
792,Coastal systems,Coastal wetlands and river deltas,Mangroves,Food,Malaysia,Asia,Local,Protected,40000,NA,4.69395,101.11758,CV,2016,person,8849,1.26,2017
792,Coastal systems,Coastal wetlands and river deltas,Mangroves,Opportunities for recreation and tourism,Malaysia,Asia,Local,Protected,40000,NA,4.69395,101.11758,CV,2016,person,47941,14.360000000000001,2017
790,Marine,Shelf sea,Coral reefs,Opportunities for recreation and tourism,Martinique,North America,National,Protected,5500,Highly degraded (or intensively managed),14.666667,-61,MP,2013,total,NA,85.95,2015
790,Marine,Shelf sea,Coral reefs,Opportunities for recreation and tourism,Martinique,North America,National,Protected,5500,Highly degraded (or intensively managed),14.666667,-61,MP,2013,total,NA,57.3,2015
790,Marine,Shelf sea,Coral reefs,Opportunities for recreation and tourism,Martinique,North America,National,Protected,5500,Highly degraded (or intensively managed),14.666667,-61,MP,2013,total,NA,429.77,2015
790,Marine,Shelf sea,Coral reefs,Food,Martinique,North America,National,Protected,5500,Highly degraded (or intensively managed),14.666667,-61,MP,2013,total,NA,38.2,2015
790,Marine,Shelf sea,Coral reefs,Opportunities for recreation and tourism,Martinique,North America,National,Protected,5500,Highly degraded (or intensively managed),14.666667,-61,MP,2013,total,NA,114.61,2015
790,Marine,Shelf sea,Coral reefs,Food,Martinique,North America,National,Protected,5500,Highly degraded (or intensively managed),14.666667,-61,MP,2013,total,NA,229.20999999999998,2015
790,Marine,Shelf sea,Coral reefs,Opportunities for recreation and tourism,Martinique,North America,National,Protected,5500,Highly degraded (or intensively managed),14.666667,-61,CV,2013,total,NA,563.47,2015
790,Marine,Shelf sea,Coral reefs,Moderation of extreme events,Martinique,North America,National,Protected,5500,Highly degraded (or intensively managed),14.666667,-61,RC,2013,total,NA,267.40999999999997,2015
790,Marine,Shelf sea,Coral reefs,Food,Martinique,North America,National,Protected,5500,Highly degraded (or intensively managed),14.666667,-61,MP,2013,total,NA,85.95,2015
790,Marine,Shelf sea,Coral reefs,"Existence, bequest values",Martinique,North America,National,Protected,5500,Highly degraded (or intensively managed),14.666667,-61,CE,2013,total,NA,47.75,2015
790,Coastal systems,Coastal wetlands and river deltas,Mangroves,Information for cognitive development,Martinique,North America,National,Protected,2000,Highly degraded (or intensively managed),14.666667,-61,PP,2013,total,NA,9.55,2015
790,Coastal systems,Coastal wetlands and river deltas,Mangroves,"Existence, bequest values",Martinique,North America,National,Protected,2000,Highly degraded (or intensively managed),14.666667,-61,CE,2013,total,NA,143.26,2015
790,Coastal systems,Coastal wetlands and river deltas,Mangroves,Waste treatment,Martinique,North America,National,Protected,2000,Highly degraded (or intensively managed),14.666667,-61,RC,2013,total,NA,162.36,2015
790,Coastal systems,Coastal wetlands and river deltas,Mangroves,Climate regulation,Martinique,North America,National,Protected,2000,Highly degraded (or intensively managed),14.666667,-61,MP,2013,total,NA,9.55,2015
790,Coastal systems,Coastal wetlands and river deltas,Mangroves,Food,Martinique,North America,National,Protected,2000,Highly degraded (or intensively managed),14.666667,-61,MP,2013,total,NA,66.85,2015
790,Coastal systems,Coastal wetlands and river deltas,Mangroves,Moderation of extreme events,Martinique,North America,National,Protected,2000,Highly degraded (or intensively managed),14.666667,-61,RC,2013,total,NA,57.3,2015
790,Coastal systems,Coastal wetlands and river deltas,Mangroves,Opportunities for recreation and tourism,Martinique,North America,National,Protected,2000,Highly degraded (or intensively managed),14.666667,-61,CV,2013,total,NA,935.9399999999999,2015
790,Coastal systems,Coastal wetlands and river deltas,Mangroves,Opportunities for recreation and tourism,Martinique,North America,National,Protected,2000,Highly degraded (or intensively managed),14.666667,-61,MP,2013,total,NA,124.16,2015
790,Coastal systems,Coastal wetlands and river deltas,Mangroves,Opportunities for recreation and tourism,Martinique,North America,National,Protected,2000,Highly degraded (or intensively managed),14.666667,-61,MP,2013,total,NA,257.86,2015
790,Coastal systems,Coastal wetlands and river deltas,Mangroves,Food,Martinique,North America,National,Protected,2000,Highly degraded (or intensively managed),14.666667,-61,MP,2013,total,NA,19.1,2015
790,Marine,Shelf sea,Coral reefs,Information for cognitive development,Martinique,North America,National,Protected,5500,Highly degraded (or intensively managed),14.666667,-61,PP,2013,total,NA,9.55,2015
789,Coastal systems,Coastal wetlands and river deltas,Mangroves,Regulation of water flows,United States of America,North America,Sub-national,No protection,971245.5410000001,NA,29.8,-90.07,RC,1990,total,NA,2.3699999999999997,1996
789,Coastal systems,Coastal wetlands and river deltas,Mangroves,Moderation of extreme events,United States of America,North America,Sub-national,No protection,971245.5410000001,NA,29.8,-90.07,MP,1990,total,NA,295.47999999999996,1996
